Sentence #	Word	Tag
Sentence: 793	francisco	I-LOCATION
Sentence: 793	arasında	O
Sentence: 793	united	B-ORGANIZATION
Sentence: 793	havayolları	I-ORGANIZATION
Sentence: 793	hizmeti	O
Sentence: 793	nedir	O
Sentence: 794	united	B-ORGANIZATION
Sentence: 794	birinci	O
Sentence: 794	sınıf	O
Sentence: 794	uçuşların	O
Sentence: 794	sayısı	O
Sentence: 794	günümüzde	O
Sentence: 794	tüm	O
Sentence: 794	havaalanlarından	O
Sentence: 794	kalkıyor	O
Sentence: 795	philadelphia	B-LOCATION
Sentence: 795	den	O
Sentence: 795	denver	B-LOCATION
Sentence: 795	'a	O
Sentence: 795	öğleden	O
Sentence: 795	sonra	O
Sentence: 795	uçuşlarına	O
Sentence: 795	dair	O
Sentence: 795	bilgiler	O
Sentence: 796	gelecek	O
Sentence: 796	hafta	O
Sentence: 796	pazartesiden	B-DATE
Sentence: 796	denver	B-LOCATION
Sentence: 796	'e	O
Sentence: 796	uçuşların	O
Sentence: 796	programı	O
Sentence: 796	nedir	O
Sentence: 797	Lütfen	O
Sentence: 797	bana	O
Sentence: 797	dallas	B-LOCATION
Sentence: 797	-	O
Sentence: 797	denver	B-LOCATION
Sentence: 797	uçuşlarını	O
Sentence: 797	göster	O
Sentence: 798	Los	B-LOCATION
Sentence: 798	Angeles	O
Sentence: 798	'tan	O
Sentence: 798	bugün	O
Sentence: 798	charlotte	B-LOCATION
Sentence: 798	uçuşa	O
Sentence: 798	ihtiyacım	O
Sentence: 798	var	O
Sentence: 799	oaklandland	B-LOCATION
Sentence: 799	den	O
Sentence: 799	salt	B-LOCATION
Sentence: 799	lake	I-LOCATION
Sentence: 799	city	I-LOCATION
Sentence: 799	'e	O
Sentence: 799	en	O
Sentence: 799	son	O
Sentence: 799	uçuşları	O
Sentence: 799	listeleyebilir	O
Sentence: 799	misiniz	O
Sentence: 799	?	O
Sentence: 800	sorum	O
Sentence: 800	şu	O
Sentence: 800	ki	O
Sentence: 800	san	B-LOCATION
Sentence: 800	francisco	O
Sentence: 800	'ya	O
Sentence: 800	gitmek	O
Sentence: 800	istiyorum	O
Sentence: 800	ve	B-LOCATION
Sentence: 800	denver	I-LOCATION
Sentence: 800	'de	O
Sentence: 800	yaşıyorum	O
Sentence: 800	ve	B-LOCATION
Sentence: 800	united	B-ORGANIZATION
Sentence: 800	havayollarında	O
Sentence: 800	uçmak	O
Sentence: 800	istiyorum	O
Sentence: 800	erken	O
Sentence: 800	bir	O
Sentence: 800	uçuşunuz	O
Sentence: 800	var	O
Sentence: 800	mı	O
Sentence: 800	?	O
Sentence: 801	Lütfen	O
Sentence: 801	washington	B-LOCATION
Sentence: 801	-	O
Sentence: 801	san	B-LOCATION
Sentence: 801	francisco	I-LOCATION
Sentence: 801	uçuşlarını	O
Sentence: 801	göster	O
Sentence: 802	Bana	O
Sentence: 802	baltimore	B-LOCATION
Sentence: 802	şehrinden	O
Sentence: 802	oakland	B-LOCATION
Sentence: 802	ülkesine	O
Sentence: 802	uçuşları	O
Sentence: 802	göster	O
Sentence: 803	öğleden	O
Sentence: 803	sonra	O
Sentence: 803	12	B-TIME
Sentence: 803	ile	O
Sentence: 803	4	B-TIME
Sentence: 803	arasında	O
Sentence: 803	pittsburgh	B-LOCATION
Sentence: 803	'dan	O
Sentence: 803	ayrılan	O
Sentence: 803	tüm	O
Sentence: 803	delta	B-ORGANIZATION
Sentence: 803	uçuşlarını	O
Sentence: 803	göster	O
Sentence: 804	Herhangi	O
Sentence: 804	bir	O
Sentence: 804	havayolunun	O
Sentence: 804	Boston	B-LOCATION
Sentence: 804	'a	O
Sentence: 804	öğleden	O
Sentence: 804	sonra	O
Sentence: 804	uçuşu	O
Sentence: 804	var	O
Sentence: 804	mı	O
Sentence: 805	san	B-LOCATION
Sentence: 805	francisco	I-LOCATION
Sentence: 805	şehrinden	O
Sentence: 805	pittsburgh	B-LOCATION
Sentence: 805	şehrine	O
Sentence: 805	salı	B-DATE
Sentence: 805	sabahı	O
Sentence: 805	8'den	B-TIME
Sentence: 805	önce	O
Sentence: 805	pittsburgh	B-LOCATION
Sentence: 805	'a	O
Sentence: 805	varış	O
Sentence: 805	yapan	O
Sentence: 805	tüm	O
Sentence: 805	uçuşlar	O
Sentence: 805	hakkında	O
Sentence: 805	bilgi	O
Sentence: 805	istiyorum	O
Sentence: 806	ilk	B-DATE
Sentence: 806	ağustosta	B-DATE
Sentence: 806	atlantia	O
Sentence: 806	ile	O
Sentence: 806	philadelphia	B-LOCATION
Sentence: 806	arasındaki	O
Sentence: 806	tüm	O
Sentence: 806	uçuşlar	O
Sentence: 806	için	O
Sentence: 806	lütfen	O
Sentence: 806	fiyatları	O
Sentence: 806	listeleyin	O
Sentence: 807	philadelphia	B-LOCATION
Sentence: 807	'ye	O
Sentence: 807	olan	O
Sentence: 807	uçuşları	O
Sentence: 807	tekrar	O
Sentence: 807	görmek	O
Sentence: 807	istiyorum	O
Sentence: 808	dl	B-CODE
Sentence: 808	delta	B-ORGANIZATION
Sentence: 808	için	O
Sentence: 808	duruyor	O
Sentence: 809	dallas	B-LOCATION
Sentence: 809	'a	O
Sentence: 809	gelen	O
Sentence: 809	öğleden	O
Sentence: 809	sonra	O
Sentence: 809	atlanta	B-LOCATION
Sentence: 809	'dan	O
Sentence: 809	kalkan	O
Sentence: 809	uçuşlar	O
Sentence: 809	hakkında	O
Sentence: 809	bilgi	O
Sentence: 809	istiyorum	O
Sentence: 810	san	B-LOCATION
Sentence: 810	jose	O
Sentence: 810	'den	O
Sentence: 810	houston	B-LOCATION
Sentence: 810	'a	O
Sentence: 810	son	O
Sentence: 810	uçuş	O
Sentence: 810	nedir	O
Sentence: 810	?	O
Sentence: 811	Amerikan	B-ORGANIZATION
Sentence: 811	havayolları	I-ORGANIZATION
Sentence: 812	ne	O
Sentence: 812	anlama	O
Sentence: 812	geliyor	O
Sentence: 813	Baltimore	B-LOCATION
Sentence: 813	şehrinden	O
Sentence: 813	Pittsburgh	B-LOCATION
Sentence: 813	şehrine	O
Sentence: 813	bir	O
Sentence: 813	gidiş	O
Sentence: 813	-	O
Sentence: 813	dönüş	O
Sentence: 813	uçuşu	O
Sentence: 813	için	O
Sentence: 813	seyahat	O
Sentence: 813	düzenlemelerini	O
Sentence: 813	bulun	O
Sentence: 813	.	O
Sentence: 814	merhaba	O
Sentence: 814	Dallas	B-LOCATION
Sentence: 814	'a	O
Sentence: 814	gidiş	O
Sentence: 814	dönüş	O
Sentence: 814	bir	O
Sentence: 814	bilet	O
Sentence: 814	istiyorum	O
Sentence: 815	cumartesi	B-DATE
Sentence: 815	uçuşları	O
Sentence: 815	las	B-LOCATION
Sentence: 815	vegas	O
Sentence: 815	'dan	O
Sentence: 815	phoenix	B-LOCATION
Sentence: 815	'e	O
Sentence: 816	şimdi	O
Sentence: 816	çarşamba	B-DATE
Sentence: 816	öğleden	O
Sentence: 816	sonra	O
Sentence: 816	denver	B-LOCATION
Sentence: 816	'den	O
Sentence: 816	ayrılmak	O
Sentence: 816	ve	B-LOCATION
Sentence: 816	san	B-LOCATION
Sentence: 816	francisco	O
Sentence: 816	'ya	O
Sentence: 816	gitmek	O
Sentence: 816	için	O
Sentence: 816	uçuşlara	O
Sentence: 816	ihtiyacım	O
Sentence: 816	var	O
Sentence: 817	dallas	B-LOCATION
Sentence: 817	fort	I-LOCATION
Sentence: 817	worth	I-LOCATION
Sentence: 817	ve	O
Sentence: 817	san	B-LOCATION
Sentence: 817	francisco	I-LOCATION
Sentence: 817	ya	O
Sentence: 817	da	B-LOCATION
Sentence: 817	oakland	B-LOCATION
Sentence: 817	diyarı	O
Sentence: 817	arasındaki	O
Sentence: 817	tüm	O
Sentence: 817	uçuşları	O
Sentence: 817	5	B-TIME
Sentence: 817	ile	O
Sentence: 817	19:00	B-TIME
Sentence: 817	arasında	O
Sentence: 817	değişen	O
Sentence: 817	bana	O
Sentence: 817	göster	O
Sentence: 818	pittsburgh	B-LOCATION
Sentence: 818	'a	O
Sentence: 818	uçuş	O
Sentence: 818	yapmak	O
Sentence: 818	istiyorum	O
Sentence: 819	Bana	O
Sentence: 819	baltimore	B-LOCATION
Sentence: 819	şehrinden	O
Sentence: 819	dallas	B-LOCATION
Sentence: 819	şehrine	O
Sentence: 819	uçuşları	O
Sentence: 819	göster	O
Sentence: 820	st	O
Sentence: 820	.	O
Sentence: 820	Akşam	O
Sentence: 820	yemeği	O
Sentence: 820	ile	O
Sentence: 820	cuma	B-DATE
Sentence: 820	günü	O
Sentence: 820	kansas	B-LOCATION
Sentence: 820	kentine	O
Sentence: 820	paul	O
Sentence: 821	Boston	B-LOCATION
Sentence: 821	'dan	O
Sentence: 821	dengeleme	O
Sentence: 821	yapmak	O
Sentence: 821	için	O
Sentence: 821	San	B-LOCATION
Sentence: 821	Francisco	O
Sentence: 821	'ya	O
Sentence: 821	uçmam	O
Sentence: 821	gerekiyor	O
Sentence: 821	.	O
Sentence: 822	pittsburgh	B-LOCATION
Sentence: 822	havaalanından	O
Sentence: 822	şehir	O
Sentence: 822	merkezine	O
Sentence: 822	nasıl	O
Sentence: 822	alabilirim	O
Sentence: 823	bana	O
Sentence: 823	love	B-ORGANIZATION
Sentence: 823	fieldndan	O
Sentence: 823	ayrılan	O
Sentence: 823	uçuşları	O
Sentence: 823	göster	O
Sentence: 824	minnesota	B-LOCATION
Sentence: 824	'ye	O
Sentence: 824	uçuş	O
Sentence: 824	arayanlar	O
Sentence: 825	on	O
Sentence: 825	hafta	O
Sentence: 825	boyunca	O
Sentence: 825	San	B-LOCATION
Sentence: 825	Diego	O
Sentence: 825	'ya	O
Sentence: 825	gitmem	O
Sentence: 825	gerekiyor	O
Sentence: 825	.	O
Sentence: 825	Lütfen	O
Sentence: 825	bana	O
Sentence: 825	hafta	O
Sentence: 825	içi	O
Sentence: 825	uçuşları	O
Sentence: 825	verin	O
Sentence: 825	.	O
Sentence: 826	pittsburgh-	B-LOCATION
Sentence: 826	atlanta	B-LOCATION
Sentence: 826	arası	O
Sentence: 826	en	O
Sentence: 826	ucuz	O
Sentence: 826	gidiş	O
Sentence: 826	-	O
Sentence: 826	dönüş	O
Sentence: 826	ücreti	O
Sentence: 826	ne	O
Sentence: 826	kadar	O
Sentence: 827	Hangi	O
Sentence: 827	havayolu	O
Sentence: 827	şirketi	O
Sentence: 827	beni	O
Sentence: 827	denver	B-LOCATION
Sentence: 827	'e	I-LOCATION
Sentence: 827	san	I-LOCATION
Sentence: 827	francisco	O
Sentence: 827	'ya	O
Sentence: 827	uçurabilir	O
Sentence: 828	kısıtlama	O
Sentence: 828	nedir	O
Sentence: 828	ap	O
Sentence: 828	57	O
Sentence: 829	san	B-LOCATION
Sentence: 829	francisco	I-LOCATION
Sentence: 829	den	O
Sentence: 829	pittsburgh	B-LOCATION
Sentence: 829	aktarmasız	O
Sentence: 829	aktarmasız	O
Sentence: 829	uçuşları	O
Sentence: 829	listele	O
Sentence: 830	washington	B-LOCATION
Sentence: 830	dc	B-LOCATION
Sentence: 830	'ye	O
Sentence: 830	en	O
Sentence: 830	son	O
Sentence: 830	aktarmasız	O
Sentence: 830	uçuşu	O
Sentence: 830	göster	O
Sentence: 831	Bana	O
Sentence: 831	2100'den	B-TIME
Sentence: 831	sonra	O
Sentence: 831	philadelphia	B-LOCATION
Sentence: 831	'den	I-LOCATION
Sentence: 831	philadelphia	I-LOCATION
Sentence: 831	'ye	O
Sentence: 831	uçuşları	O
Sentence: 831	göster	O
Sentence: 832	lütfen	O
Sentence: 832	bana	O
Sentence: 832	washington	B-LOCATION
Sentence: 832	dc	B-LOCATION
Sentence: 832	-	O
Sentence: 832	san	B-LOCATION
Sentence: 832	francisco	I-LOCATION
Sentence: 832	california	B-LOCATION
Sentence: 832	uçuşlarını	O
Sentence: 832	göster	O
Sentence: 833	orlando	B-LOCATION
Sentence: 833	havaalanında	O
Sentence: 833	ne	O
Sentence: 833	var	O
Sentence: 834	Bana	O
Sentence: 834	tüm	O
Sentence: 834	havaalanlarından	O
Sentence: 834	love	B-ORGANIZATION
Sentence: 834	fieldna	O
Sentence: 834	uçuşları	O
Sentence: 834	göster	O
Sentence: 835	philadelphia	B-LOCATION
Sentence: 835	'ye	I-LOCATION
Sentence: 835	philadelphia	I-LOCATION
Sentence: 835	'ye	O
Sentence: 835	yaklaşık	O
Sentence: 835	12	B-TIME
Sentence: 835	öğlen	I-TIME
Sentence: 835	varışlı	O
Sentence: 835	doğrudan	O
Sentence: 835	uçuş	O
Sentence: 835	var	O
Sentence: 835	mı	O
Sentence: 835	?	O
Sentence: 836	Miami	B-LOCATION
Sentence: 836	'ye	O
Sentence: 836	olan	O
Sentence: 836	en	O
Sentence: 836	ucuz	O
Sentence: 836	birinci	O
Sentence: 836	sınıf	O
Sentence: 836	gidiş	O
Sentence: 836	-	O
Sentence: 836	dönüş	O
Sentence: 836	bilet	O
Sentence: 836	fiyatı	O
Sentence: 836	ne	O
Sentence: 836	kadar	O
Sentence: 836	?	O
Sentence: 837	San	B-LOCATION
Sentence: 837	Diego	O
Sentence: 837	'ya	O
Sentence: 837	gitmem	O
Sentence: 837	gerekiyor	O
Sentence: 837	ama	O
Sentence: 837	denver	B-LOCATION
Sentence: 837	'de	O
Sentence: 837	mola	O
Sentence: 837	vermek	O
Sentence: 837	istiyorum	O
Sentence: 838	karayolu	O
Sentence: 838	taşımacılığının	O
Sentence: 838	tuz	O
Sentence: 838	gölü	O
Sentence: 838	şehir	O
Sentence: 838	havaalanından	O
Sentence: 838	ne	O
Sentence: 838	kadar	O
Sentence: 838	sürdüğü	O
Sentence: 839	baltimore	B-LOCATION
Sentence: 839	'a	O
Sentence: 839	saat	O
Sentence: 839	19:	B-TIME
Sentence: 839	00	O
Sentence: 839	'	O
Sentence: 839	ya	O
Sentence: 839	kadar	O
Sentence: 839	aralıksız	O
Sentence: 839	uçuş	O
Sentence: 839	yapmak	O
Sentence: 839	istiyorum	O
Sentence: 840	lütfen	O
Sentence: 840	denver	B-LOCATION
Sentence: 840	-	O
Sentence: 840	phoenix	B-LOCATION
Sentence: 840	arasındaki	O
Sentence: 840	uçuşları	O
Sentence: 840	listele	O
Sentence: 841	tamam	O
Sentence: 841	sadece	O
Sentence: 841	kasımın	B-DATE
Sentence: 841	yirmi	B-DATE
Sentence: 841	üçüncü	I-DATE
Sentence: 841	günü	O
Sentence: 841	denver	B-LOCATION
Sentence: 841	'e	O
Sentence: 841	uçmak	O
Sentence: 841	istiyorum	O
Sentence: 841	ve	B-LOCATION
Sentence: 841	hangi	O
Sentence: 841	uçuşların	O
Sentence: 841	mevcut	O
Sentence: 841	olduğunu	O
Sentence: 841	bilmem	O
Sentence: 841	gerekiyor	O
Sentence: 842	ücret	O
Sentence: 842	kodlarını	O
Sentence: 842	açıklar	O
Sentence: 843	doğu	B-ORGANIZATION
Sentence: 843	havayollarında	O
Sentence: 843	uçuş	O
Sentence: 843	var	O
Sentence: 843	mı	O
Sentence: 844	denver	B-LOCATION
Sentence: 844	'e	O
Sentence: 844	tek	O
Sentence: 844	yönlü	O
Sentence: 844	ve	B-LOCATION
Sentence: 844	mümkün	O
Sentence: 844	olan	O
Sentence: 844	en	B-LOCATION
Sentence: 844	ucuz	O
Sentence: 844	yoldan	O
Sentence: 844	seyahat	O
Sentence: 844	eden	O
Sentence: 844	bir	O
Sentence: 844	uçuş	O
Sentence: 844	arıyorum	O
Sentence: 845	Salt	B-LOCATION
Sentence: 845	Lake	I-LOCATION
Sentence: 845	City	O
Sentence: 845	'den	O
Sentence: 845	Oak	O
Sentence: 845	California	B-LOCATION
Sentence: 845	'ya	O
Sentence: 845	uçuş	O
Sentence: 846	bana	O
Sentence: 846	san	B-LOCATION
Sentence: 846	francisco	I-LOCATION
Sentence: 846	-	O
Sentence: 846	boston	B-LOCATION
Sentence: 846	uçuşlarının	O
Sentence: 846	bir	O
Sentence: 846	listesini	O
Sentence: 846	göster	O
Sentence: 847	lütfen	O
Sentence: 847	atlanta	B-LOCATION
Sentence: 847	-	O
Sentence: 847	philly	B-LOCATION
Sentence: 847	uçuşları	O
Sentence: 847	listele	O
Sentence: 848	united	B-ORGANIZATION
Sentence: 848	havayollarında	O
Sentence: 848	uçuştan	O
Sentence: 848	san	B-LOCATION
Sentence: 848	francisco	O
Sentence: 848	'ya	O
Sentence: 848	ücret	O
Sentence: 848	ne	O
Sentence: 848	kadar	O
Sentence: 848	21	B-CODE
Sentence: 849	bana	O
Sentence: 849	denver	B-LOCATION
Sentence: 849	-	O
Sentence: 849	washington	B-LOCATION
Sentence: 849	dc	B-LOCATION
Sentence: 849	çarşamba	B-DATE
Sentence: 849	uçuşları	O
Sentence: 849	göster	O
Sentence: 850	pazartesiye	B-DATE
Sentence: 850	bir	O
Sentence: 850	uçuş	O
Sentence: 850	bulun	O
Sentence: 851	san	B-LOCATION
Sentence: 851	francisco	O
Sentence: 851	'ya	O
Sentence: 851	otuz	O
Sentence: 851	Eylül	B-DATE
Sentence: 851	'de	O
Sentence: 851	bir	O
Sentence: 851	ekonomi	O
Sentence: 851	bileti	O
Sentence: 851	ne	O
Sentence: 851	kadar	O
Sentence: 852	Phoenix	B-LOCATION
Sentence: 852	şehrinden	O
Sentence: 852	Washington	B-LOCATION
Sentence: 852	şehrine	O
Sentence: 852	tüm	O
Sentence: 852	gidiş	O
Sentence: 852	-	O
Sentence: 852	dönüş	O
Sentence: 852	seferlerini	O
Sentence: 852	listeler	O
Sentence: 853	San	B-LOCATION
Sentence: 853	Francisco	O
Sentence: 853	'ya	O
Sentence: 853	en	O
Sentence: 853	ucuz	O
Sentence: 853	uçuşu	O
Sentence: 853	istiyorum	O
Sentence: 854	atlanta	B-LOCATION
Sentence: 854	'dan	O
Sentence: 854	ayrılıp	O
Sentence: 854	pazartesi	B-DATE
Sentence: 854	günü	O
Sentence: 854	baltimore	B-LOCATION
Sentence: 854	'e	O
Sentence: 854	gelen	O
Sentence: 854	uçuş	O
Sentence: 854	bilgilerine	O
Sentence: 854	ihtiyacım	O
Sentence: 854	var	O
Sentence: 855	united	B-ORGANIZATION
Sentence: 855	havayollarını	O
Sentence: 855	denver	B-LOCATION
Sentence: 855	'e	O
Sentence: 855	uçmak	O
Sentence: 855	istiyorum	O
Sentence: 856	281	B-CODE
Sentence: 856	uçağı	O
Sentence: 856	ne	O
Sentence: 856	tür	O
Sentence: 856	bir	O
Sentence: 856	uçaktır	O
Sentence: 857	bana	O
Sentence: 857	haziran	B-DATE
Sentence: 857	yirmi	B-DATE
Sentence: 857	dokuzuncu	I-DATE
Sentence: 857	günlerde	O
Sentence: 857	san	B-LOCATION
Sentence: 857	francisco	O
Sentence: 857	'ya	O
Sentence: 857	Amerikan	B-ORGANIZATION
Sentence: 857	havayollarındaki	O
Sentence: 857	uçuşlardan	O
Sentence: 857	bahsedin	O
Sentence: 858	continental	B-ORGANIZATION
Sentence: 858	uçuşta	O
Sentence: 858	1765	B-CODE
Sentence: 858	san	B-LOCATION
Sentence: 858	francisco	O
Sentence: 858	'ya	O
Sentence: 858	ne	B-ORGANIZATION
Sentence: 858	tür	O
Sentence: 858	bir	O
Sentence: 858	yemek	O
Sentence: 858	sunulur	O
Sentence: 859	öğleden	O
Sentence: 859	sonra	O
Sentence: 859	12	B-TIME
Sentence: 859	ile	O
Sentence: 859	4	B-TIME
Sentence: 859	arasında	O
Sentence: 859	pittsburgh	B-LOCATION
Sentence: 859	'u	O
Sentence: 859	terk	O
Sentence: 859	eden	O
Sentence: 859	tüm	O
Sentence: 859	doğu	B-ORGANIZATION
Sentence: 859	havayolları	I-ORGANIZATION
Sentence: 859	uçuşlarını	O
Sentence: 859	göster	O
Sentence: 860	iah	B-CODE
Sentence: 860	ne	O
Sentence: 860	demek	O
Sentence: 861	öğleden	O
Sentence: 861	sonra	O
Sentence: 861	12	B-TIME
Sentence: 861	ile	O
Sentence: 861	4	B-TIME
Sentence: 861	arasında	O
Sentence: 861	pittsburgh	B-LOCATION
Sentence: 861	'a	O
Sentence: 861	uçan	O
Sentence: 861	herhangi	O
Sentence: 861	bir	O
Sentence: 861	Amerikan	O
Sentence: 861	havayolu	O
Sentence: 861	şirketi	O
Sentence: 861	var	O
Sentence: 861	mı	O
Sentence: 861	?	O
Sentence: 862	bana	O
Sentence: 862	karayolu	O
Sentence: 862	taşımacılığını	O
Sentence: 862	göster	O
Sentence: 862	lütfen	O
Sentence: 863	lütfen	O
Sentence: 863	bana	O
Sentence: 863	denver	B-LOCATION
Sentence: 863	'deki	O
Sentence: 863	bütün	O
Sentence: 863	havaalanlarını	O
Sentence: 863	göster	O
Sentence: 864	lütfen	O
Sentence: 864	birleşmiş	O
Sentence: 864	havayolları	B-ORGANIZATION
Sentence: 864	ve	B-LOCATION
Sentence: 864	denver	I-LOCATION
Sentence: 864	'a	O
Sentence: 864	giden	O
Sentence: 864	northwest	B-ORGANIZATION
Sentence: 864	havayollarındaki	O
Sentence: 864	tüm	O
Sentence: 864	uçuşları	O
Sentence: 864	ve	B-LOCATION
Sentence: 864	northwest	B-ORGANIZATION
Sentence: 864	havayolları	I-ORGANIZATION
Sentence: 864	ve	B-LOCATION
Sentence: 864	denver	I-LOCATION
Sentence: 864	'den	O
Sentence: 864	çıkan	O
Sentence: 864	tüm	O
Sentence: 864	havayollarındaki	O
Sentence: 864	tüm	O
Sentence: 864	uçuşları	O
Sentence: 864	listele	O
Sentence: 865	tüm	O
Sentence: 865	uçuşları	O
Sentence: 865	göster	O
Sentence: 865	orlando	B-LOCATION
Sentence: 865	-	O
Sentence: 865	san	B-LOCATION
Sentence: 865	diego	I-LOCATION
Sentence: 866	Continental	B-ORGANIZATION
Sentence: 866	havayollarında	O
Sentence: 866	ilk	B-DATE
Sentence: 866	olarak	O
Sentence: 866	seattle	B-LOCATION
Sentence: 866	'a	O
Sentence: 866	uçuş	O
Sentence: 866	rezervasyonu	O
Sentence: 866	yapmak	O
Sentence: 866	istiyorum	O
Sentence: 867	baltimore	B-LOCATION
Sentence: 867	dan	O
Sentence: 867	atlanta	B-LOCATION
Sentence: 867	'ya	O
Sentence: 867	günün	O
Sentence: 867	son	O
Sentence: 867	uçuşu	O
Sentence: 867	nedir	O
Sentence: 867	?	O
Sentence: 868	denver	B-LOCATION
Sentence: 868	-	O
Sentence: 868	san	B-LOCATION
Sentence: 868	francisco	I-LOCATION
Sentence: 868	uçuşlarını	O
Sentence: 868	göster	O
Sentence: 869	öğleden	B-TIME
Sentence: 869	sonra	O
Sentence: 869	ayrılma	O
Sentence: 869	ve	B-LOCATION
Sentence: 869	akşam	O
Sentence: 869	17.00'den	B-TIME
Sentence: 869	sonra	O
Sentence: 869	varış	O
Sentence: 869	yapan	O
Sentence: 869	denver	B-LOCATION
Sentence: 869	ve	I-LOCATION
Sentence: 869	oakland	B-LOCATION
Sentence: 869	ülkesi	O
Sentence: 869	arasındaki	O
Sentence: 869	tüm	O
Sentence: 869	aktarmasız	O
Sentence: 869	uçuşları	O
Sentence: 869	göster	O
Sentence: 870	bana	O
Sentence: 870	milletin	O
Sentence: 870	hizmet	O
Sentence: 870	ettiği	O
Sentence: 870	şehirleri	O
Sentence: 870	göster	O
Sentence: 871	beni	O
Sentence: 871	san	B-LOCATION
Sentence: 871	francisco	O
Sentence: 871	'ya	O
Sentence: 871	denver	B-LOCATION
Sentence: 871	'de	O
Sentence: 871	mola	O
Sentence: 871	veren	O
Sentence: 871	bir	O
Sentence: 871	uçak	O
Sentence: 871	bul	O
Sentence: 872	st.	B-LOCATION
Sentence: 872	Paul	O
Sentence: 872	-	O
Sentence: 872	San	O
Sentence: 872	Jose	B-LOCATION
Sentence: 873	Salt	B-LOCATION
Sentence: 873	Lake	I-LOCATION
Sentence: 873	City	O
Sentence: 873	'ye	O
Sentence: 873	en	O
Sentence: 873	erken	O
Sentence: 873	uçuş	O
Sentence: 873	nedir	O
Sentence: 874	san	B-LOCATION
Sentence: 874	francisco	O
Sentence: 874	'ya	O
Sentence: 874	dallas	B-LOCATION
Sentence: 874	'ta	O
Sentence: 874	bir	O
Sentence: 874	mola	O
Sentence: 874	ile	O
Sentence: 874	uçmak	O
Sentence: 874	istiyorum	O
Sentence: 875	Boston	B-LOCATION
Sentence: 875	şehrinden	O
Sentence: 875	Orlando	B-LOCATION
Sentence: 875	şehrine	O
Sentence: 875	uçuşlar	O
Sentence: 876	yarın	O
Sentence: 876	akşam	O
Sentence: 876	Houston	B-LOCATION
Sentence: 876	'a	O
Sentence: 876	bir	O
Sentence: 876	uçuş	O
Sentence: 876	var	O
Sentence: 876	mı	O
Sentence: 877	Bana	O
Sentence: 877	Las	B-LOCATION
Sentence: 877	Vegas	O
Sentence: 877	'tan	O
Sentence: 877	Houston	B-LOCATION
Sentence: 877	'a	O
Sentence: 877	sürekli	O
Sentence: 877	gidiş	O
Sentence: 877	-	O
Sentence: 877	dönüş	O
Sentence: 877	ücretleri	O
Sentence: 877	göster	O
Sentence: 878	ücret	O
Sentence: 878	kodu	O
Sentence: 878	f	O
Sentence: 878	nedir	O
Sentence: 879	chicago	B-LOCATION
Sentence: 879	'a	O
Sentence: 879	uçuş	O
Sentence: 880	denver	B-LOCATION
Sentence: 880	-	O
Sentence: 880	las	B-LOCATION
Sentence: 880	vegas	I-LOCATION
Sentence: 880	arasındaki	O
Sentence: 880	tüm	O
Sentence: 880	uçuşları	O
Sentence: 880	göster	O
Sentence: 881	united	B-ORGANIZATION
Sentence: 881	havayollarının	O
Sentence: 881	415	B-CODE
Sentence: 881	uçuşları	O
Sentence: 881	için	O
Sentence: 881	kansas	B-LOCATION
Sentence: 881	city	O
Sentence: 881	'ye	O
Sentence: 881	perşembe	B-DATE
Sentence: 881	gecesi	O
Sentence: 881	ne	O
Sentence: 881	kadar	O
Sentence: 882	denver	B-LOCATION
Sentence: 882	'e	O
Sentence: 882	gelecek	O
Sentence: 882	olan	O
Sentence: 882	ilk	O
Sentence: 882	uçuş	O
Sentence: 882	nedir	O
Sentence: 883	bana	O
Sentence: 883	Amerikan	B-ORGANIZATION
Sentence: 883	Havayolu	I-ORGANIZATION
Sentence: 883	uçuşlarını	O
Sentence: 883	san	B-LOCATION
Sentence: 883	francisco	O
Sentence: 883	'ya	O
Sentence: 883	ver	O
Sentence: 883	.	O
Sentence: 884	San	B-LOCATION
Sentence: 884	Francisco	O
Sentence: 884	'dan	O
Sentence: 884	Dallas	B-LOCATION
Sentence: 884	'a	O
Sentence: 884	tek	O
Sentence: 884	yönlü	O
Sentence: 884	bir	O
Sentence: 884	uçuş	O
Sentence: 884	için	O
Sentence: 884	seyahat	O
Sentence: 884	düzenlemeleri	O
Sentence: 884	bulun	O
Sentence: 885	Midwest	B-ORGANIZATION
Sentence: 885	ekspres	O
Sentence: 885	cleveland	B-LOCATION
Sentence: 885	hizmet	O
Sentence: 885	veriyor	O
Sentence: 885	mu	O
Sentence: 886	salı	B-DATE
Sentence: 886	günü	O
Sentence: 886	saat	B-TIME
Sentence: 886	12	O
Sentence: 886	'	O
Sentence: 886	den	O
Sentence: 886	önce	O
Sentence: 886	san	B-LOCATION
Sentence: 886	francisco	O
Sentence: 886	'ya	O
Sentence: 886	uçuş	O
Sentence: 886	rezervasyonu	O
Sentence: 886	yaptırmak	O
Sentence: 886	istiyorum	O
Sentence: 887	Boston	B-LOCATION
Sentence: 887	cumartesi	B-DATE
Sentence: 887	günü	O
Sentence: 887	pittsburgh	B-LOCATION
Sentence: 888	twa	B-CODE
Sentence: 888	Indianapolis’ten	B-LOCATION
Sentence: 888	Houston’a	B-LOCATION
Sentence: 888	11’de	B-TIME
Sentence: 888	gelen	O
Sentence: 888	bir	O
Sentence: 888	uçuş	O
Sentence: 888	var	O
Sentence: 888	mı	O
